Datetime,Station_ID,Station_Name_x,Type,Latitude,Longitude,Passenger_Count
2023-01-01 05:00:00,150,서울역,승차,37.55315,126.972533,215
2023-01-01 05:00:00,150,서울역,하차,37.55315,126.972533,154
2023-01-01 05:00:00,151,시청,승차,37.56359,126.975407,48
2023-01-01 05:00:00,151,시청,하차,37.56359,126.975407,64
2023-01-01 05:00:00,152,종각,승차,37.570203,126.983116,407
