연번,수송일자,호선,역번호,역명,승하차구분,승객유형,인원수
28250,2023-09-27,9,4133,석촌역,하차,정기권,120
28251,2023-09-28,9,4133,석촌역,승차,일반,3727
28252,2023-09-28,9,4133,석촌역,승차,어린이,84
28253,2023-09-28,9,4133,석촌역,승차,청소년,135
28254,2023-09-28,9,4133,석촌역,승차,무임권,558
28255,2023-09-28,9,4133,석촌역,승차,정기권,63
28256,2023-09-28,9,4133,석촌역,하차,일반,2521
28257,2023-09-28,9,4133,석촌역,하차,어린이,63
28258,2023-09-28,9,4133,석촌역,하차,청소년,107
28259,2023-09-28,9,4133,석촌역,하차,무임권,435
28260,2023-09-28,9,4133,석촌역,하차,정기권,46
28261,2023-09-29,9,4133,석촌역,승차,일반,2767
28262,2023-09-29,9,4133,석촌역,승차,어린이,98
28263,2023-09-29,9,4133,석촌역,승차,청소년,114
28264,2023-09-29,9,4133,석촌역,승차,무임권,517
28265,2023-09-29,9,4133,석촌역,승차,정기권,36
28266,2023-09-29,9,4133,석촌역,하차,일반,2150
28267,2023-09-29,9,4133,석촌역,하차,어린이,57
28268,2023-09-29,9,4133,석촌역,하차,청소년,103
28269,2023-09-29,9,4133,석촌역,하차,무임권,422
28270,2023-09-29,9,4133,석촌역,하차,정기권,31
28271,2023-09-30,9,4133,석촌역,승차,일반,3183
28272,2023-09-30,9,4133,석촌역,승차,어린이,105
28273,2023-09-30,9,4133,석촌역,승차,청소년,118
28274,2023-09-30,9,4133,석촌역,승차,무임권,549
28275,2023-09-30,9,4133,석촌역,승차,정기권,44
28276,2023-09-30,9,4133,석촌역,하차,일반,2859
28277,2023-09-30,9,4133,석촌역,하차,어린이,98
28278,2023-09-30,9,4133,석촌역,하차,청소년,99
28279,2023-09-30,9,4133,석촌역,하차,무임권,436
28280,2023-09-30,9,4133,석촌역,하차,정기권,40
28281,2023-10-01,9,4133,석촌역,승차,일반,3725
28282,2023-10-01,9,4133,석촌역,승차,어린이,118
28283,2023-10-01,9,4133,석촌역,승차,청소년,140
28284,2023-10-01,9,4133,석촌역,승차,무임권,763
28285,2023-10-01,9,4133,석촌역,승차,정기권,59
28286,2023-10-01,9,4133,석촌역,하차,일반,3436
28287,2023-10-01,9,4133,석촌역,하차,어린이,99
28288,2023-10-01,9,4133,석촌역,하차,청소년,124
28289,2023-10-01,9,4133,석촌역,하차,무임권,636
28290,2023-10-01,9,4133,석촌역,하차,정기권,48
28291,2023-10-02,9,4133,석촌역,승차,일반,4491
28292,2023-10-02,9,4133,석촌역,승차,어린이,112
28293,2023-10-02,9,4133,석촌역,승차,청소년,176
28294,2023-10-02,9,4133,석촌역,승차,무임권,881
28295,2023-10-02,9,4133,석촌역,승차,정기권,68
28296,2023-10-02,9,4133,석촌역,하차,일반,4143
28297,2023-10-02,9,4133,석촌역,하차,어린이,96
28298,2023-10-02,9,4133,석촌역,하차,청소년,161
28299,2023-10-02,9,4133,석촌역,하차,무임권,780
28300,2023-10-02,9,4133,석촌역,하차,정기권,71
28301,2023-10-03,9,4133,석촌역,승차,일반,4211
28302,2023-10-03,9,4133,석촌역,승차,어린이,103
28303,2023-10-03,9,4133,석촌역,승차,청소년,170
28304,2023-10-03,9,4133,석촌역,승차,무임권,826
28305,2023-10-03,9,4133,석촌역,승차,정기권,67
28306,2023-10-03,9,4133,석촌역,하차,일반,3879
28307,2023-10-03,9,4133,석촌역,하차,어린이,92
28308,2023-10-03,9,4133,석촌역,하차,청소년,166
28309,2023-10-03,9,4133,석촌역,하차,무임권,713
28310,2023-10-03,9,4133,석촌역,하차,정기권,76
28311,2023-10-04,9,4133,석촌역,승차,일반,7381
28312,2023-10-04,9,4133,석촌역,승차,어린이,91
28313,2023-10-04,9,4133,석촌역,승차,청소년,187
28314,2023-10-04,9,4133,석촌역,승차,무임권,1594
28315,2023-10-04,9,4133,석촌역,승차,정기권,147
28316,2023-10-04,9,4133,석촌역,하차,일반,6934
28317,2023-10-04,9,4133,석촌역,하차,어린이,65
28318,2023-10-04,9,4133,석촌역,하차,청소년,174
28319,2023-10-04,9,4133,석촌역,하차,무임권,1381
28320,2023-10-04,9,4133,석촌역,하차,정기권,156
28321,2023-10-05,9,4133,석촌역,승차,일반,7761
28322,2023-10-05,9,4133,석촌역,승차,어린이,77
28323,2023-10-05,9,4133,석촌역,승차,청소년,200
28324,2023-10-05,9,4133,석촌역,승차,무임권,1602
28325,2023-10-05,9,4133,석촌역,승차,정기권,179
28326,2023-10-05,9,4133,석촌역,하차,일반,7215
28327,2023-10-05,9,4133,석촌역,하차,어린이,72
28328,2023-10-05,9,4133,석촌역,하차,청소년,179
28329,2023-10-05,9,4133,석촌역,하차,무임권,1433
28330,2023-10-05,9,4133,석촌역,하차,정기권,178
28331,2023-10-06,9,4133,석촌역,승차,일반,8265
28332,2023-10-06,9,4133,석촌역,승차,어린이,85
28333,2023-10-06,9,4133,석촌역,승차,청소년,225
28334,2023-10-06,9,4133,석촌역,승차,무임권,1583
28335,2023-10-06,9,4133,석촌역,승차,정기권,169
28336,2023-10-06,9,4133,석촌역,하차,일반,7619
28337,2023-10-06,9,4133,석촌역,하차,어린이,77
28338,2023-10-06,9,4133,석촌역,하차,청소년,214
28339,2023-10-06,9,4133,석촌역,하차,무임권,1443
28340,2023-10-06,9,4133,석촌역,하차,정기권,151
28341,2023-10-07,9,4133,석촌역,승차,일반,7747
28342,2023-10-07,9,4133,석촌역,승차,어린이,231
28343,2023-10-07,9,4133,석촌역,승차,청소년,345
28344,2023-10-07,9,4133,석촌역,승차,무임권,1132
28345,2023-10-07,9,4133,석촌역,승차,정기권,135
28346,2023-10-07,9,4133,석촌역,하차,일반,6319
28347,2023-10-07,9,4133,석촌역,하차,어린이,194
28348,2023-10-07,9,4133,석촌역,하차,청소년,279
28349,2023-10-07,9,4133,석촌역,하차,무임권,900
28350,2023-10-07,9,4133,석촌역,하차,정기권,113
28351,2023-10-08,9,4133,석촌역,승차,일반,5213
28352,2023-10-08,9,4133,석촌역,승차,어린이,128
28353,2023-10-08,9,4133,석촌역,승차,청소년,214
28354,2023-10-08,9,4133,석촌역,승차,무임권,877
28355,2023-10-08,9,4133,석촌역,승차,정기권,90
28356,2023-10-08,9,4133,석촌역,하차,일반,4255
28357,2023-10-08,9,4133,석촌역,하차,어린이,89
28358,2023-10-08,9,4133,석촌역,하차,청소년,175
28359,2023-10-08,9,4133,석촌역,하차,무임권,734
28360,2023-10-08,9,4133,석촌역,하차,정기권,87
28361,2023-10-09,9,4133,석촌역,승차,일반,4589
28362,2023-10-09,9,4133,석촌역,승차,어린이,94
28363,2023-10-09,9,4133,석촌역,승차,청소년,174
28364,2023-10-09,9,4133,석촌역,승차,무임권,961
28365,2023-10-09,9,4133,석촌역,승차,정기권,109
28366,2023-10-09,9,4133,석촌역,하차,일반,4054
28367,2023-10-09,9,4133,석촌역,하차,어린이,72
28368,2023-10-09,9,4133,석촌역,하차,청소년,137
28369,2023-10-09,9,4133,석촌역,하차,무임권,812
28370,2023-10-09,9,4133,석촌역,하차,정기권,84
28371,2023-10-10,9,4133,석촌역,승차,일반,7897
28372,2023-10-10,9,4133,석촌역,승차,어린이,69
28373,2023-10-10,9,4133,석촌역,승차,청소년,227
28374,2023-10-10,9,4133,석촌역,승차,무임권,1718
28375,2023-10-10,9,4133,석촌역,승차,정기권,182
28376,2023-10-10,9,4133,석촌역,하차,일반,7247
28377,2023-10-10,9,4133,석촌역,하차,어린이,57
28378,2023-10-10,9,4133,석촌역,하차,청소년,192
28379,2023-10-10,9,4133,석촌역,하차,무임권,1520
28380,2023-10-10,9,4133,석촌역,하차,정기권,192
28381,2023-10-11,9,4133,석촌역,승차,일반,8015
28382,2023-10-11,9,4133,석촌역,승차,어린이,88
28383,2023-10-11,9,4133,석촌역,승차,청소년,236
28384,2023-10-11,9,4133,석촌역,승차,무임권,1636
28385,2023-10-11,9,4133,석촌역,승차,정기권,182
28386,2023-10-11,9,4133,석촌역,하차,일반,7354
28387,2023-10-11,9,4133,석촌역,하차,어린이,92
28388,2023-10-11,9,4133,석촌역,하차,청소년,214
28389,2023-10-11,9,4133,석촌역,하차,무임권,1456
28390,2023-10-11,9,4133,석촌역,하차,정기권,181
28391,2023-10-12,9,4133,석촌역,승차,일반,8188
28392,2023-10-12,9,4133,석촌역,승차,어린이,103
28393,2023-10-12,9,4133,석촌역,승차,청소년,240
28394,2023-10-12,9,4133,석촌역,승차,무임권,1634
28395,2023-10-12,9,4133,석촌역,승차,정기권,191
28396,2023-10-12,9,4133,석촌역,하차,일반,7478
28397,2023-10-12,9,4133,석촌역,하차,어린이,94
28398,2023-10-12,9,4133,석촌역,하차,청소년,188
28399,2023-10-12,9,4133,석촌역,하차,무임권,1414
28400,2023-10-12,9,4133,석촌역,하차,정기권,197
28401,2023-10-13,9,4133,석촌역,승차,일반,8766
28402,2023-10-13,9,4133,석촌역,승차,어린이,86
28403,2023-10-13,9,4133,석촌역,승차,청소년,246
28404,2023-10-13,9,4133,석촌역,승차,무임권,1699
28405,2023-10-13,9,4133,석촌역,승차,정기권,193
28406,2023-10-13,9,4133,석촌역,하차,일반,7697
28407,2023-10-13,9,4133,석촌역,하차,어린이,96
28408,2023-10-13,9,4133,석촌역,하차,청소년,240
28409,2023-10-13,9,4133,석촌역,하차,무임권,1485
28410,2023-10-13,9,4133,석촌역,하차,정기권,181
28411,2023-10-14,9,4133,석촌역,승차,일반,6641
28412,2023-10-14,9,4133,석촌역,승차,어린이,138
28413,2023-10-14,9,4133,석촌역,승차,청소년,252
28414,2023-10-14,9,4133,석촌역,승차,무임권,1091
28415,2023-10-14,9,4133,석촌역,승차,정기권,137
28416,2023-10-14,9,4133,석촌역,하차,일반,5494
28417,2023-10-14,9,4133,석촌역,하차,어린이,134
28418,2023-10-14,9,4133,석촌역,하차,청소년,208
28419,2023-10-14,9,4133,석촌역,하차,무임권,929
28420,2023-10-14,9,4133,석촌역,하차,정기권,109
28421,2023-10-15,9,4133,석촌역,승차,일반,5304
28422,2023-10-15,9,4133,석촌역,승차,어린이,143
28423,2023-10-15,9,4133,석촌역,승차,청소년,209
28424,2023-10-15,9,4133,석촌역,승차,무임권,975
28425,2023-10-15,9,4133,석촌역,승차,정기권,96
28426,2023-10-15,9,4133,석촌역,하차,일반,4570
28427,2023-10-15,9,4133,석촌역,하차,어린이,127
28428,2023-10-15,9,4133,석촌역,하차,청소년,188
28429,2023-10-15,9,4133,석촌역,하차,무임권,877
28430,2023-10-15,9,4133,석촌역,하차,정기권,85
28431,2023-10-16,9,4133,석촌역,승차,일반,7659
28432,2023-10-16,9,4133,석촌역,승차,어린이,66
28433,2023-10-16,9,4133,석촌역,승차,청소년,206
28434,2023-10-16,9,4133,석촌역,승차,무임권,1612
28435,2023-10-16,9,4133,석촌역,승차,정기권,179
28436,2023-10-16,9,4133,석촌역,하차,일반,7148
28437,2023-10-16,9,4133,석촌역,하차,어린이,51
28438,2023-10-16,9,4133,석촌역,하차,청소년,178
28439,2023-10-16,9,4133,석촌역,하차,무임권,1401
28440,2023-10-16,9,4133,석촌역,하차,정기권,164
28441,2023-10-17,9,4133,석촌역,승차,일반,8125
28442,2023-10-17,9,4133,석촌역,승차,어린이,78
28443,2023-10-17,9,4133,석촌역,승차,청소년,219
28444,2023-10-17,9,4133,석촌역,승차,무임권,1630
28445,2023-10-17,9,4133,석촌역,승차,정기권,207
28446,2023-10-17,9,4133,석촌역,하차,일반,7472
28447,2023-10-17,9,4133,석촌역,하차,어린이,63
28448,2023-10-17,9,4133,석촌역,하차,청소년,197
28449,2023-10-17,9,4133,석촌역,하차,무임권,1500
28450,2023-10-17,9,4133,석촌역,하차,정기권,181
28451,2023-10-18,9,4133,석촌역,승차,일반,8115
28452,2023-10-18,9,4133,석촌역,승차,어린이,81
28453,2023-10-18,9,4133,석촌역,승차,청소년,229
28454,2023-10-18,9,4133,석촌역,승차,무임권,1711
28455,2023-10-18,9,4133,석촌역,승차,정기권,188
28456,2023-10-18,9,4133,석촌역,하차,일반,7374
28457,2023-10-18,9,4133,석촌역,하차,어린이,89
28458,2023-10-18,9,4133,석촌역,하차,청소년,197
28459,2023-10-18,9,4133,석촌역,하차,무임권,1516
28460,2023-10-18,9,4133,석촌역,하차,정기권,193
28461,2023-10-19,9,4133,석촌역,승차,일반,7797
28462,2023-10-19,9,4133,석촌역,승차,어린이,80
28463,2023-10-19,9,4133,석촌역,승차,청소년,214
28464,2023-10-19,9,4133,석촌역,승차,무임권,1531
28465,2023-10-19,9,4133,석촌역,승차,정기권,195
28466,2023-10-19,9,4133,석촌역,하차,일반,7105
28467,2023-10-19,9,4133,석촌역,하차,어린이,62
28468,2023-10-19,9,4133,석촌역,하차,청소년,183
28469,2023-10-19,9,4133,석촌역,하차,무임권,1425
28470,2023-10-19,9,4133,석촌역,하차,정기권,183
28471,2023-10-20,9,4133,석촌역,승차,일반,8614
28472,2023-10-20,9,4133,석촌역,승차,어린이,96
28473,2023-10-20,9,4133,석촌역,승차,청소년,290
28474,2023-10-20,9,4133,석촌역,승차,무임권,1685
28475,2023-10-20,9,4133,석촌역,승차,정기권,185
28476,2023-10-20,9,4133,석촌역,하차,일반,7726
28477,2023-10-20,9,4133,석촌역,하차,어린이,89
28478,2023-10-20,9,4133,석촌역,하차,청소년,240
28479,2023-10-20,9,4133,석촌역,하차,무임권,1543
28480,2023-10-20,9,4133,석촌역,하차,정기권,191
28481,2023-10-21,9,4133,석촌역,승차,일반,7159
28482,2023-10-21,9,4133,석촌역,승차,어린이,166
28483,2023-10-21,9,4133,석촌역,승차,청소년,305
28484,2023-10-21,9,4133,석촌역,승차,무임권,1241
28485,2023-10-21,9,4133,석촌역,승차,정기권,143
28486,2023-10-21,9,4133,석촌역,하차,일반,5893
28487,2023-10-21,9,4133,석촌역,하차,어린이,141
28488,2023-10-21,9,4133,석촌역,하차,청소년,248
28489,2023-10-21,9,4133,석촌역,하차,무임권,972
28490,2023-10-21,9,4133,석촌역,하차,정기권,120
28491,2023-10-22,9,4133,석촌역,승차,일반,5313
28492,2023-10-22,9,4133,석촌역,승차,어린이,153
28493,2023-10-22,9,4133,석촌역,승차,청소년,229
28494,2023-10-22,9,4133,석촌역,승차,무임권,922
28495,2023-10-22,9,4133,석촌역,승차,정기권,90
28496,2023-10-22,9,4133,석촌역,하차,일반,4596
28497,2023-10-22,9,4133,석촌역,하차,어린이,91
28498,2023-10-22,9,4133,석촌역,하차,청소년,197
28499,2023-10-22,9,4133,석촌역,하차,무임권,756
28500,2023-10-22,9,4133,석촌역,하차,정기권,77
28501,2023-10-23,9,4133,석촌역,승차,일반,7621
28502,2023-10-23,9,4133,석촌역,승차,어린이,97
28503,2023-10-23,9,4133,석촌역,승차,청소년,236
28504,2023-10-23,9,4133,석촌역,승차,무임권,1634
28505,2023-10-23,9,4133,석촌역,승차,정기권,175
28506,2023-10-23,9,4133,석촌역,하차,일반,6911
28507,2023-10-23,9,4133,석촌역,하차,어린이,59
28508,2023-10-23,9,4133,석촌역,하차,청소년,161
28509,2023-10-23,9,4133,석촌역,하차,무임권,1394
28510,2023-10-23,9,4133,석촌역,하차,정기권,177
28511,2023-10-24,9,4133,석촌역,승차,일반,7968
28512,2023-10-24,9,4133,석촌역,승차,어린이,76
28513,2023-10-24,9,4133,석촌역,승차,청소년,190
28514,2023-10-24,9,4133,석촌역,승차,무임권,1718
28515,2023-10-24,9,4133,석촌역,승차,정기권,205
28516,2023-10-24,9,4133,석촌역,하차,일반,7225
28517,2023-10-24,9,4133,석촌역,하차,어린이,70
28518,2023-10-24,9,4133,석촌역,하차,청소년,174
28519,2023-10-24,9,4133,석촌역,하차,무임권,1452
28520,2023-10-24,9,4133,석촌역,하차,정기권,187
28521,2023-10-25,9,4133,석촌역,승차,일반,7958
28522,2023-10-25,9,4133,석촌역,승차,어린이,74
28523,2023-10-25,9,4133,석촌역,승차,청소년,178
28524,2023-10-25,9,4133,석촌역,승차,무임권,1699
28525,2023-10-25,9,4133,석촌역,승차,정기권,192
28526,2023-10-25,9,4133,석촌역,하차,일반,7305
28527,2023-10-25,9,4133,석촌역,하차,어린이,81
28528,2023-10-25,9,4133,석촌역,하차,청소년,164
28529,2023-10-25,9,4133,석촌역,하차,무임권,1540
28530,2023-10-25,9,4133,석촌역,하차,정기권,196
28531,2023-10-26,9,4133,석촌역,승차,일반,7999
28532,2023-10-26,9,4133,석촌역,승차,어린이,72
28533,2023-10-26,9,4133,석촌역,승차,청소년,187
28534,2023-10-26,9,4133,석촌역,승차,무임권,1696
28535,2023-10-26,9,4133,석촌역,승차,정기권,202
28536,2023-10-26,9,4133,석촌역,하차,일반,7333
28537,2023-10-26,9,4133,석촌역,하차,어린이,86
28538,2023-10-26,9,4133,석촌역,하차,청소년,218
28539,2023-10-26,9,4133,석촌역,하차,무임권,1508
28540,2023-10-26,9,4133,석촌역,하차,정기권,178
28541,2023-10-27,9,4133,석촌역,승차,일반,8670
28542,2023-10-27,9,4133,석촌역,승차,어린이,115
28543,2023-10-27,9,4133,석촌역,승차,청소년,211
28544,2023-10-27,9,4133,석촌역,승차,무임권,1733
28545,2023-10-27,9,4133,석촌역,승차,정기권,196
28546,2023-10-27,9,4133,석촌역,하차,일반,7733
28547,2023-10-27,9,4133,석촌역,하차,어린이,69
28548,2023-10-27,9,4133,석촌역,하차,청소년,218
28549,2023-10-27,9,4133,석촌역,하차,무임권,1556
28550,2023-10-27,9,4133,석촌역,하차,정기권,176
28551,2023-10-28,9,4133,석촌역,승차,일반,7230
28552,2023-10-28,9,4133,석촌역,승차,어린이,159
28553,2023-10-28,9,4133,석촌역,승차,청소년,242
28554,2023-10-28,9,4133,석촌역,승차,무임권,1246
28555,2023-10-28,9,4133,석촌역,승차,정기권,145
28556,2023-10-28,9,4133,석촌역,하차,일반,6044
28557,2023-10-28,9,4133,석촌역,하차,어린이,146
28558,2023-10-28,9,4133,석촌역,하차,청소년,228
28559,2023-10-28,9,4133,석촌역,하차,무임권,1060
28560,2023-10-28,9,4133,석촌역,하차,정기권,122
28561,2023-10-29,9,4133,석촌역,승차,일반,5184
28562,2023-10-29,9,4133,석촌역,승차,어린이,137
28563,2023-10-29,9,4133,석촌역,승차,청소년,195
28564,2023-10-29,9,4133,석촌역,승차,무임권,972
28565,2023-10-29,9,4133,석촌역,승차,정기권,94
28566,2023-10-29,9,4133,석촌역,하차,일반,4452
28567,2023-10-29,9,4133,석촌역,하차,어린이,114
28568,2023-10-29,9,4133,석촌역,하차,청소년,163
28569,2023-10-29,9,4133,석촌역,하차,무임권,853
28570,2023-10-29,9,4133,석촌역,하차,정기권,91
28571,2023-10-30,9,4133,석촌역,승차,일반,7799
28572,2023-10-30,9,4133,석촌역,승차,어린이,65
28573,2023-10-30,9,4133,석촌역,승차,청소년,185
28574,2023-10-30,9,4133,석촌역,승차,무임권,1725
28575,2023-10-30,9,4133,석촌역,승차,정기권,188
28576,2023-10-30,9,4133,석촌역,하차,일반,7124
28577,2023-10-30,9,4133,석촌역,하차,어린이,46
28578,2023-10-30,9,4133,석촌역,하차,청소년,169
28579,2023-10-30,9,4133,석촌역,하차,무임권,1514
28580,2023-10-30,9,4133,석촌역,하차,정기권,174
28581,2023-10-31,9,4133,석촌역,승차,일반,7952
28582,2023-10-31,9,4133,석촌역,승차,어린이,64
28583,2023-10-31,9,4133,석촌역,승차,청소년,167
28584,2023-10-31,9,4133,석촌역,승차,무임권,1662
28585,2023-10-31,9,4133,석촌역,승차,정기권,200
28586,2023-10-31,9,4133,석촌역,하차,일반,7395
28587,2023-10-31,9,4133,석촌역,하차,어린이,55
28588,2023-10-31,9,4133,석촌역,하차,청소년,172
28589,2023-10-31,9,4133,석촌역,하차,무임권,1475
28590,2023-10-31,9,4133,석촌역,하차,정기권,186
28591,2023-11-01,9,4133,석촌역,승차,일반,7924
28592,2023-11-01,9,4133,석촌역,승차,어린이,81
28593,2023-11-01,9,4133,석촌역,승차,청소년,179
28594,2023-11-01,9,4133,석촌역,승차,무임권,1606
28595,2023-11-01,9,4133,석촌역,승차,정기권,188
28596,2023-11-01,9,4133,석촌역,하차,일반,7264
28597,2023-11-01,9,4133,석촌역,하차,어린이,104
28598,2023-11-01,9,4133,석촌역,하차,청소년,165
28599,2023-11-01,9,4133,석촌역,하차,무임권,1470
28600,2023-11-01,9,4133,석촌역,하차,정기권,187
28601,2023-11-02,9,4133,석촌역,승차,일반,8250
28602,2023-11-02,9,4133,석촌역,승차,어린이,89
28603,2023-11-02,9,4133,석촌역,승차,청소년,191
28604,2023-11-02,9,4133,석촌역,승차,무임권,1653
28605,2023-11-02,9,4133,석촌역,승차,정기권,212
28606,2023-11-02,9,4133,석촌역,하차,일반,7567
28607,2023-11-02,9,4133,석촌역,하차,어린이,76
28608,2023-11-02,9,4133,석촌역,하차,청소년,180
28609,2023-11-02,9,4133,석촌역,하차,무임권,1477
28610,2023-11-02,9,4133,석촌역,하차,정기권,189
28611,2023-11-03,9,4133,석촌역,승차,일반,8530
28612,2023-11-03,9,4133,석촌역,승차,어린이,92
28613,2023-11-03,9,4133,석촌역,승차,청소년,224
28614,2023-11-03,9,4133,석촌역,승차,무임권,1707
28615,2023-11-03,9,4133,석촌역,승차,정기권,192
28616,2023-11-03,9,4133,석촌역,하차,일반,7463
28617,2023-11-03,9,4133,석촌역,하차,어린이,73
28618,2023-11-03,9,4133,석촌역,하차,청소년,215
28619,2023-11-03,9,4133,석촌역,하차,무임권,1511
28620,2023-11-03,9,4133,석촌역,하차,정기권,173
28621,2023-11-04,9,4133,석촌역,승차,일반,7261
28622,2023-11-04,9,4133,석촌역,승차,어린이,188
28623,2023-11-04,9,4133,석촌역,승차,청소년,242
28624,2023-11-04,9,4133,석촌역,승차,무임권,1272
28625,2023-11-04,9,4133,석촌역,승차,정기권,120
28626,2023-11-04,9,4133,석촌역,하차,일반,6057
28627,2023-11-04,9,4133,석촌역,하차,어린이,153
28628,2023-11-04,9,4133,석촌역,하차,청소년,207
28629,2023-11-04,9,4133,석촌역,하차,무임권,1054
28630,2023-11-04,9,4133,석촌역,하차,정기권,94
28631,2023-11-05,9,4133,석촌역,승차,일반,4789
28632,2023-11-05,9,4133,석촌역,승차,어린이,129
28633,2023-11-05,9,4133,석촌역,승차,청소년,176
28634,2023-11-05,9,4133,석촌역,승차,무임권,780
28635,2023-11-05,9,4133,석촌역,승차,정기권,78
28636,2023-11-05,9,4133,석촌역,하차,일반,4363
28637,2023-11-05,9,4133,석촌역,하차,어린이,118
28638,2023-11-05,9,4133,석촌역,하차,청소년,156
28639,2023-11-05,9,4133,석촌역,하차,무임권,699
28640,2023-11-05,9,4133,석촌역,하차,정기권,73
28641,2023-11-06,9,4133,석촌역,승차,일반,7457
28642,2023-11-06,9,4133,석촌역,승차,어린이,75
28643,2023-11-06,9,4133,석촌역,승차,청소년,171
28644,2023-11-06,9,4133,석촌역,승차,무임권,1492
28645,2023-11-06,9,4133,석촌역,승차,정기권,169
28646,2023-11-06,9,4133,석촌역,하차,일반,6742
28647,2023-11-06,9,4133,석촌역,하차,어린이,52
28648,2023-11-06,9,4133,석촌역,하차,청소년,153
28649,2023-11-06,9,4133,석촌역,하차,무임권,1333
28650,2023-11-06,9,4133,석촌역,하차,정기권,156
28651,2023-11-07,9,4133,석촌역,승차,일반,8041
28652,2023-11-07,9,4133,석촌역,승차,어린이,71
28653,2023-11-07,9,4133,석촌역,승차,청소년,185
28654,2023-11-07,9,4133,석촌역,승차,무임권,1617
28655,2023-11-07,9,4133,석촌역,승차,정기권,186
28656,2023-11-07,9,4133,석촌역,하차,일반,7378
28657,2023-11-07,9,4133,석촌역,하차,어린이,52
28658,2023-11-07,9,4133,석촌역,하차,청소년,178
28659,2023-11-07,9,4133,석촌역,하차,무임권,1488
28660,2023-11-07,9,4133,석촌역,하차,정기권,178
28661,2023-11-08,9,4133,석촌역,승차,일반,8192
28662,2023-11-08,9,4133,석촌역,승차,어린이,73
28663,2023-11-08,9,4133,석촌역,승차,청소년,192
28664,2023-11-08,9,4133,석촌역,승차,무임권,1617
28665,2023-11-08,9,4133,석촌역,승차,정기권,174
28666,2023-11-08,9,4133,석촌역,하차,일반,7546
28667,2023-11-08,9,4133,석촌역,하차,어린이,76
28668,2023-11-08,9,4133,석촌역,하차,청소년,176
28669,2023-11-08,9,4133,석촌역,하차,무임권,1463
28670,2023-11-08,9,4133,석촌역,하차,정기권,186
28671,2023-11-09,9,4133,석촌역,승차,일반,8251
28672,2023-11-09,9,4133,석촌역,승차,어린이,77
28673,2023-11-09,9,4133,석촌역,승차,청소년,188
28674,2023-11-09,9,4133,석촌역,승차,무임권,1596
28675,2023-11-09,9,4133,석촌역,승차,정기권,186
28676,2023-11-09,9,4133,석촌역,하차,일반,7545
28677,2023-11-09,9,4133,석촌역,하차,어린이,67
28678,2023-11-09,9,4133,석촌역,하차,청소년,176
28679,2023-11-09,9,4133,석촌역,하차,무임권,1425
28680,2023-11-09,9,4133,석촌역,하차,정기권,181
28681,2023-11-10,9,4133,석촌역,승차,일반,8845
28682,2023-11-10,9,4133,석촌역,승차,어린이,88
28683,2023-11-10,9,4133,석촌역,승차,청소년,190
28684,2023-11-10,9,4133,석촌역,승차,무임권,1598
28685,2023-11-10,9,4133,석촌역,승차,정기권,192
28686,2023-11-10,9,4133,석촌역,하차,일반,7740
28687,2023-11-10,9,4133,석촌역,하차,어린이,70
28688,2023-11-10,9,4133,석촌역,하차,청소년,181
28689,2023-11-10,9,4133,석촌역,하차,무임권,1460
28690,2023-11-10,9,4133,석촌역,하차,정기권,167
28691,2023-11-11,9,4133,석촌역,승차,일반,6907
28692,2023-11-11,9,4133,석촌역,승차,어린이,135
28693,2023-11-11,9,4133,석촌역,승차,청소년,199
28694,2023-11-11,9,4133,석촌역,승차,무임권,1105
28695,2023-11-11,9,4133,석촌역,승차,정기권,133
28696,2023-11-11,9,4133,석촌역,하차,일반,5817
28697,2023-11-11,9,4133,석촌역,하차,어린이,126
28698,2023-11-11,9,4133,석촌역,하차,청소년,165
28699,2023-11-11,9,4133,석촌역,하차,무임권,907
28700,2023-11-11,9,4133,석촌역,하차,정기권,110
28701,2023-11-12,9,4133,석촌역,승차,일반,4616
28702,2023-11-12,9,4133,석촌역,승차,어린이,90
28703,2023-11-12,9,4133,석촌역,승차,청소년,156
28704,2023-11-12,9,4133,석촌역,승차,무임권,799
28705,2023-11-12,9,4133,석촌역,승차,정기권,94
28706,2023-11-12,9,4133,석촌역,하차,일반,4161
28707,2023-11-12,9,4133,석촌역,하차,어린이,80
28708,2023-11-12,9,4133,석촌역,하차,청소년,116
28709,2023-11-12,9,4133,석촌역,하차,무임권,687
28710,2023-11-12,9,4133,석촌역,하차,정기권,79
28711,2023-11-13,9,4133,석촌역,승차,일반,7680
28712,2023-11-13,9,4133,석촌역,승차,어린이,72
28713,2023-11-13,9,4133,석촌역,승차,청소년,181
28714,2023-11-13,9,4133,석촌역,승차,무임권,1610
28715,2023-11-13,9,4133,석촌역,승차,정기권,176
28716,2023-11-13,9,4133,석촌역,하차,일반,6991
28717,2023-11-13,9,4133,석촌역,하차,어린이,65
28718,2023-11-13,9,4133,석촌역,하차,청소년,170
28719,2023-11-13,9,4133,석촌역,하차,무임권,1445
28720,2023-11-13,9,4133,석촌역,하차,정기권,161
28721,2023-11-14,9,4133,석촌역,승차,일반,7932
28722,2023-11-14,9,4133,석촌역,승차,어린이,75
28723,2023-11-14,9,4133,석촌역,승차,청소년,167
28724,2023-11-14,9,4133,석촌역,승차,무임권,1560
28725,2023-11-14,9,4133,석촌역,승차,정기권,178
28726,2023-11-14,9,4133,석촌역,하차,일반,7275
28727,2023-11-14,9,4133,석촌역,하차,어린이,65
28728,2023-11-14,9,4133,석촌역,하차,청소년,153
