연번,수송일자,호선,역번호,역명,승하차구분,승객유형,인원수
9444,2023-08-03,9,4128,삼성중앙역,승차,무임권,985
9445,2023-08-03,9,4128,삼성중앙역,승차,정기권,171
9446,2023-08-03,9,4128,삼성중앙역,하차,일반,7348
9447,2023-08-03,9,4128,삼성중앙역,하차,어린이,72
9448,2023-08-03,9,4128,삼성중앙역,하차,청소년,130
9449,2023-08-03,9,4128,삼성중앙역,하차,무임권,959
9450,2023-08-03,9,4128,삼성중앙역,하차,정기권,176
9451,2023-08-04,9,4128,삼성중앙역,승차,일반,6883
9452,2023-08-04,9,4128,삼성중앙역,승차,어린이,65
9453,2023-08-04,9,4128,삼성중앙역,승차,청소년,122
9454,2023-08-04,9,4128,삼성중앙역,승차,무임권,941
9455,2023-08-04,9,4128,삼성중앙역,승차,정기권,161
9456,2023-08-04,9,4128,삼성중앙역,하차,일반,7111
9457,2023-08-04,9,4128,삼성중앙역,하차,어린이,71
9458,2023-08-04,9,4128,삼성중앙역,하차,청소년,111
9459,2023-08-04,9,4128,삼성중앙역,하차,무임권,900
9460,2023-08-04,9,4128,삼성중앙역,하차,정기권,163
9461,2023-08-05,9,4128,삼성중앙역,승차,일반,2449
9462,2023-08-05,9,4128,삼성중앙역,승차,어린이,61
9463,2023-08-05,9,4128,삼성중앙역,승차,청소년,73
9464,2023-08-05,9,4128,삼성중앙역,승차,무임권,512
9465,2023-08-05,9,4128,삼성중앙역,승차,정기권,55
9466,2023-08-05,9,4128,삼성중앙역,하차,일반,2450
9467,2023-08-05,9,4128,삼성중앙역,하차,어린이,69
9468,2023-08-05,9,4128,삼성중앙역,하차,청소년,71
9469,2023-08-05,9,4128,삼성중앙역,하차,무임권,538
9470,2023-08-05,9,4128,삼성중앙역,하차,정기권,51
9471,2023-08-06,9,4128,삼성중앙역,승차,일반,1627
9472,2023-08-06,9,4128,삼성중앙역,승차,어린이,58
9473,2023-08-06,9,4128,삼성중앙역,승차,청소년,77
9474,2023-08-06,9,4128,삼성중앙역,승차,무임권,363
9475,2023-08-06,9,4128,삼성중앙역,승차,정기권,31
9476,2023-08-06,9,4128,삼성중앙역,하차,일반,1694
9477,2023-08-06,9,4128,삼성중앙역,하차,어린이,58
9478,2023-08-06,9,4128,삼성중앙역,하차,청소년,75
9479,2023-08-06,9,4128,삼성중앙역,하차,무임권,388
9480,2023-08-06,9,4128,삼성중앙역,하차,정기권,28
9481,2023-08-07,9,4128,삼성중앙역,승차,일반,7067
9482,2023-08-07,9,4128,삼성중앙역,승차,어린이,59
9483,2023-08-07,9,4128,삼성중앙역,승차,청소년,104
9484,2023-08-07,9,4128,삼성중앙역,승차,무임권,962
9485,2023-08-07,9,4128,삼성중앙역,승차,정기권,175
9486,2023-08-07,9,4128,삼성중앙역,하차,일반,7470
9487,2023-08-07,9,4128,삼성중앙역,하차,어린이,55
9488,2023-08-07,9,4128,삼성중앙역,하차,청소년,110
9489,2023-08-07,9,4128,삼성중앙역,하차,무임권,957
9490,2023-08-07,9,4128,삼성중앙역,하차,정기권,167
9491,2023-08-08,9,4128,삼성중앙역,승차,일반,7364
9492,2023-08-08,9,4128,삼성중앙역,승차,어린이,65
9493,2023-08-08,9,4128,삼성중앙역,승차,청소년,105
9494,2023-08-08,9,4128,삼성중앙역,승차,무임권,1000
9495,2023-08-08,9,4128,삼성중앙역,승차,정기권,163
9496,2023-08-08,9,4128,삼성중앙역,하차,일반,7816
9497,2023-08-08,9,4128,삼성중앙역,하차,어린이,58
9498,2023-08-08,9,4128,삼성중앙역,하차,청소년,120
9499,2023-08-08,9,4128,삼성중앙역,하차,무임권,971
9500,2023-08-08,9,4128,삼성중앙역,하차,정기권,170
9501,2023-08-09,9,4128,삼성중앙역,승차,일반,7177
9502,2023-08-09,9,4128,삼성중앙역,승차,어린이,53
9503,2023-08-09,9,4128,삼성중앙역,승차,청소년,120
9504,2023-08-09,9,4128,삼성중앙역,승차,무임권,1026
9505,2023-08-09,9,4128,삼성중앙역,승차,정기권,171
9506,2023-08-09,9,4128,삼성중앙역,하차,일반,7570
9507,2023-08-09,9,4128,삼성중앙역,하차,어린이,66
9508,2023-08-09,9,4128,삼성중앙역,하차,청소년,116
9509,2023-08-09,9,4128,삼성중앙역,하차,무임권,1011
9510,2023-08-09,9,4128,삼성중앙역,하차,정기권,167
9511,2023-08-10,9,4128,삼성중앙역,승차,일반,6312
9512,2023-08-10,9,4128,삼성중앙역,승차,어린이,42
9513,2023-08-10,9,4128,삼성중앙역,승차,청소년,103
9514,2023-08-10,9,4128,삼성중앙역,승차,무임권,789
9515,2023-08-10,9,4128,삼성중앙역,승차,정기권,157
9516,2023-08-10,9,4128,삼성중앙역,하차,일반,6444
9517,2023-08-10,9,4128,삼성중앙역,하차,어린이,51
9518,2023-08-10,9,4128,삼성중앙역,하차,청소년,90
9519,2023-08-10,9,4128,삼성중앙역,하차,무임권,769
9520,2023-08-10,9,4128,삼성중앙역,하차,정기권,164
9521,2023-08-11,9,4128,삼성중앙역,승차,일반,7065
9522,2023-08-11,9,4128,삼성중앙역,승차,어린이,70
9523,2023-08-11,9,4128,삼성중앙역,승차,청소년,104
9524,2023-08-11,9,4128,삼성중앙역,승차,무임권,996
9525,2023-08-11,9,4128,삼성중앙역,승차,정기권,154
9526,2023-08-11,9,4128,삼성중앙역,하차,일반,7316
9527,2023-08-11,9,4128,삼성중앙역,하차,어린이,70
9528,2023-08-11,9,4128,삼성중앙역,하차,청소년,102
9529,2023-08-11,9,4128,삼성중앙역,하차,무임권,933
9530,2023-08-11,9,4128,삼성중앙역,하차,정기권,165
9531,2023-08-12,9,4128,삼성중앙역,승차,일반,2672
9532,2023-08-12,9,4128,삼성중앙역,승차,어린이,89
9533,2023-08-12,9,4128,삼성중앙역,승차,청소년,107
9534,2023-08-12,9,4128,삼성중앙역,승차,무임권,496
9535,2023-08-12,9,4128,삼성중앙역,승차,정기권,48
9536,2023-08-12,9,4128,삼성중앙역,하차,일반,2578
9537,2023-08-12,9,4128,삼성중앙역,하차,어린이,77
9538,2023-08-12,9,4128,삼성중앙역,하차,청소년,92
9539,2023-08-12,9,4128,삼성중앙역,하차,무임권,488
9540,2023-08-12,9,4128,삼성중앙역,하차,정기권,47
9541,2023-08-13,9,4128,삼성중앙역,승차,일반,1635
9542,2023-08-13,9,4128,삼성중앙역,승차,어린이,55
9543,2023-08-13,9,4128,삼성중앙역,승차,청소년,92
9544,2023-08-13,9,4128,삼성중앙역,승차,무임권,395
9545,2023-08-13,9,4128,삼성중앙역,승차,정기권,20
9546,2023-08-13,9,4128,삼성중앙역,하차,일반,1733
9547,2023-08-13,9,4128,삼성중앙역,하차,어린이,60
9548,2023-08-13,9,4128,삼성중앙역,하차,청소년,112
9549,2023-08-13,9,4128,삼성중앙역,하차,무임권,408
9550,2023-08-13,9,4128,삼성중앙역,하차,정기권,25
9551,2023-08-14,9,4128,삼성중앙역,승차,일반,5683
9552,2023-08-14,9,4128,삼성중앙역,승차,어린이,74
9553,2023-08-14,9,4128,삼성중앙역,승차,청소년,112
9554,2023-08-14,9,4128,삼성중앙역,승차,무임권,973
9555,2023-08-14,9,4128,삼성중앙역,승차,정기권,141
9556,2023-08-14,9,4128,삼성중앙역,하차,일반,5946
9557,2023-08-14,9,4128,삼성중앙역,하차,어린이,52
9558,2023-08-14,9,4128,삼성중앙역,하차,청소년,109
9559,2023-08-14,9,4128,삼성중앙역,하차,무임권,923
9560,2023-08-14,9,4128,삼성중앙역,하차,정기권,138
9561,2023-08-15,9,4128,삼성중앙역,승차,일반,2026
9562,2023-08-15,9,4128,삼성중앙역,승차,어린이,76
9563,2023-08-15,9,4128,삼성중앙역,승차,청소년,72
9564,2023-08-15,9,4128,삼성중앙역,승차,무임권,535
9565,2023-08-15,9,4128,삼성중앙역,승차,정기권,47
9566,2023-08-15,9,4128,삼성중앙역,하차,일반,2059
9567,2023-08-15,9,4128,삼성중앙역,하차,어린이,61
9568,2023-08-15,9,4128,삼성중앙역,하차,청소년,66
9569,2023-08-15,9,4128,삼성중앙역,하차,무임권,532
9570,2023-08-15,9,4128,삼성중앙역,하차,정기권,45
9571,2023-08-16,9,4128,삼성중앙역,승차,일반,7372
9572,2023-08-16,9,4128,삼성중앙역,승차,어린이,78
9573,2023-08-16,9,4128,삼성중앙역,승차,청소년,182
9574,2023-08-16,9,4128,삼성중앙역,승차,무임권,1041
9575,2023-08-16,9,4128,삼성중앙역,승차,정기권,146
9576,2023-08-16,9,4128,삼성중앙역,하차,일반,7834
9577,2023-08-16,9,4128,삼성중앙역,하차,어린이,60
9578,2023-08-16,9,4128,삼성중앙역,하차,청소년,129
9579,2023-08-16,9,4128,삼성중앙역,하차,무임권,975
9580,2023-08-16,9,4128,삼성중앙역,하차,정기권,163
9581,2023-08-17,9,4128,삼성중앙역,승차,일반,7545
9582,2023-08-17,9,4128,삼성중앙역,승차,어린이,74
9583,2023-08-17,9,4128,삼성중앙역,승차,청소년,148
9584,2023-08-17,9,4128,삼성중앙역,승차,무임권,1043
9585,2023-08-17,9,4128,삼성중앙역,승차,정기권,174
9586,2023-08-17,9,4128,삼성중앙역,하차,일반,8005
9587,2023-08-17,9,4128,삼성중앙역,하차,어린이,69
9588,2023-08-17,9,4128,삼성중앙역,하차,청소년,120
9589,2023-08-17,9,4128,삼성중앙역,하차,무임권,1001
9590,2023-08-17,9,4128,삼성중앙역,하차,정기권,174
9591,2023-08-18,9,4128,삼성중앙역,승차,일반,7873
9592,2023-08-18,9,4128,삼성중앙역,승차,어린이,84
9593,2023-08-18,9,4128,삼성중앙역,승차,청소년,137
9594,2023-08-18,9,4128,삼성중앙역,승차,무임권,1111
9595,2023-08-18,9,4128,삼성중앙역,승차,정기권,163
9596,2023-08-18,9,4128,삼성중앙역,하차,일반,8027
9597,2023-08-18,9,4128,삼성중앙역,하차,어린이,81
9598,2023-08-18,9,4128,삼성중앙역,하차,청소년,119
9599,2023-08-18,9,4128,삼성중앙역,하차,무임권,1042
9600,2023-08-18,9,4128,삼성중앙역,하차,정기권,184
9601,2023-08-19,9,4128,삼성중앙역,승차,일반,2893
9602,2023-08-19,9,4128,삼성중앙역,승차,어린이,87
9603,2023-08-19,9,4128,삼성중앙역,승차,청소년,85
9604,2023-08-19,9,4128,삼성중앙역,승차,무임권,563
9605,2023-08-19,9,4128,삼성중앙역,승차,정기권,58
9606,2023-08-19,9,4128,삼성중앙역,하차,일반,2885
9607,2023-08-19,9,4128,삼성중앙역,하차,어린이,70
9608,2023-08-19,9,4128,삼성중앙역,하차,청소년,101
9609,2023-08-19,9,4128,삼성중앙역,하차,무임권,560
9610,2023-08-19,9,4128,삼성중앙역,하차,정기권,61
9611,2023-08-20,9,4128,삼성중앙역,승차,일반,1835
9612,2023-08-20,9,4128,삼성중앙역,승차,어린이,70
9613,2023-08-20,9,4128,삼성중앙역,승차,청소년,109
9614,2023-08-20,9,4128,삼성중앙역,승차,무임권,419
9615,2023-08-20,9,4128,삼성중앙역,승차,정기권,33
9616,2023-08-20,9,4128,삼성중앙역,하차,일반,1883
9617,2023-08-20,9,4128,삼성중앙역,하차,어린이,86
9618,2023-08-20,9,4128,삼성중앙역,하차,청소년,106
9619,2023-08-20,9,4128,삼성중앙역,하차,무임권,428
9620,2023-08-20,9,4128,삼성중앙역,하차,정기권,31
9621,2023-08-21,9,4128,삼성중앙역,승차,일반,7398
9622,2023-08-21,9,4128,삼성중앙역,승차,어린이,86
9623,2023-08-21,9,4128,삼성중앙역,승차,청소년,168
9624,2023-08-21,9,4128,삼성중앙역,승차,무임권,1172
9625,2023-08-21,9,4128,삼성중앙역,승차,정기권,167
9626,2023-08-21,9,4128,삼성중앙역,하차,일반,7795
9627,2023-08-21,9,4128,삼성중앙역,하차,어린이,52
9628,2023-08-21,9,4128,삼성중앙역,하차,청소년,121
9629,2023-08-21,9,4128,삼성중앙역,하차,무임권,1127
9630,2023-08-21,9,4128,삼성중앙역,하차,정기권,170
9631,2023-08-22,9,4128,삼성중앙역,승차,일반,7832
9632,2023-08-22,9,4128,삼성중앙역,승차,어린이,54
9633,2023-08-22,9,4128,삼성중앙역,승차,청소년,163
9634,2023-08-22,9,4128,삼성중앙역,승차,무임권,1129
9635,2023-08-22,9,4128,삼성중앙역,승차,정기권,160
9636,2023-08-22,9,4128,삼성중앙역,하차,일반,7978
9637,2023-08-22,9,4128,삼성중앙역,하차,어린이,49
9638,2023-08-22,9,4128,삼성중앙역,하차,청소년,120
9639,2023-08-22,9,4128,삼성중앙역,하차,무임권,1076
9640,2023-08-22,9,4128,삼성중앙역,하차,정기권,172
9641,2023-08-23,9,4128,삼성중앙역,승차,일반,7606
9642,2023-08-23,9,4128,삼성중앙역,승차,어린이,70
9643,2023-08-23,9,4128,삼성중앙역,승차,청소년,154
9644,2023-08-23,9,4128,삼성중앙역,승차,무임권,1051
9645,2023-08-23,9,4128,삼성중앙역,승차,정기권,174
9646,2023-08-23,9,4128,삼성중앙역,하차,일반,7853
9647,2023-08-23,9,4128,삼성중앙역,하차,어린이,60
9648,2023-08-23,9,4128,삼성중앙역,하차,청소년,112
9649,2023-08-23,9,4128,삼성중앙역,하차,무임권,1007
9650,2023-08-23,9,4128,삼성중앙역,하차,정기권,168
9651,2023-08-24,9,4128,삼성중앙역,승차,일반,7431
9652,2023-08-24,9,4128,삼성중앙역,승차,어린이,76
9653,2023-08-24,9,4128,삼성중앙역,승차,청소년,137
9654,2023-08-24,9,4128,삼성중앙역,승차,무임권,1133
9655,2023-08-24,9,4128,삼성중앙역,승차,정기권,165
9656,2023-08-24,9,4128,삼성중앙역,하차,일반,7903
9657,2023-08-24,9,4128,삼성중앙역,하차,어린이,55
9658,2023-08-24,9,4128,삼성중앙역,하차,청소년,109
9659,2023-08-24,9,4128,삼성중앙역,하차,무임권,1075
9660,2023-08-24,9,4128,삼성중앙역,하차,정기권,164
9661,2023-08-25,9,4128,삼성중앙역,승차,일반,7551
9662,2023-08-25,9,4128,삼성중앙역,승차,어린이,70
9663,2023-08-25,9,4128,삼성중앙역,승차,청소년,164
9664,2023-08-25,9,4128,삼성중앙역,승차,무임권,1177
9665,2023-08-25,9,4128,삼성중앙역,승차,정기권,146
9666,2023-08-25,9,4128,삼성중앙역,하차,일반,7767
9667,2023-08-25,9,4128,삼성중앙역,하차,어린이,71
9668,2023-08-25,9,4128,삼성중앙역,하차,청소년,120
9669,2023-08-25,9,4128,삼성중앙역,하차,무임권,1109
9670,2023-08-25,9,4128,삼성중앙역,하차,정기권,150
9671,2023-08-26,9,4128,삼성중앙역,승차,일반,2993
9672,2023-08-26,9,4128,삼성중앙역,승차,어린이,80
9673,2023-08-26,9,4128,삼성중앙역,승차,청소년,85
9674,2023-08-26,9,4128,삼성중앙역,승차,무임권,721
9675,2023-08-26,9,4128,삼성중앙역,승차,정기권,66
9676,2023-08-26,9,4128,삼성중앙역,하차,일반,2903
9677,2023-08-26,9,4128,삼성중앙역,하차,어린이,84
9678,2023-08-26,9,4128,삼성중앙역,하차,청소년,79
9679,2023-08-26,9,4128,삼성중앙역,하차,무임권,685
9680,2023-08-26,9,4128,삼성중앙역,하차,정기권,66
9681,2023-08-27,9,4128,삼성중앙역,승차,일반,1841
9682,2023-08-27,9,4128,삼성중앙역,승차,어린이,41
9683,2023-08-27,9,4128,삼성중앙역,승차,청소년,87
9684,2023-08-27,9,4128,삼성중앙역,승차,무임권,426
9685,2023-08-27,9,4128,삼성중앙역,승차,정기권,28
9686,2023-08-27,9,4128,삼성중앙역,하차,일반,1817
9687,2023-08-27,9,4128,삼성중앙역,하차,어린이,52
9688,2023-08-27,9,4128,삼성중앙역,하차,청소년,65
9689,2023-08-27,9,4128,삼성중앙역,하차,무임권,446
9690,2023-08-27,9,4128,삼성중앙역,하차,정기권,31
9691,2023-08-28,9,4128,삼성중앙역,승차,일반,7434
9692,2023-08-28,9,4128,삼성중앙역,승차,어린이,65
9693,2023-08-28,9,4128,삼성중앙역,승차,청소년,138
9694,2023-08-28,9,4128,삼성중앙역,승차,무임권,1098
9695,2023-08-28,9,4128,삼성중앙역,승차,정기권,172
9696,2023-08-28,9,4128,삼성중앙역,하차,일반,7814
9697,2023-08-28,9,4128,삼성중앙역,하차,어린이,51
9698,2023-08-28,9,4128,삼성중앙역,하차,청소년,118
9699,2023-08-28,9,4128,삼성중앙역,하차,무임권,1035
9700,2023-08-28,9,4128,삼성중앙역,하차,정기권,170
9701,2023-08-29,9,4128,삼성중앙역,승차,일반,7669
9702,2023-08-29,9,4128,삼성중앙역,승차,어린이,59
9703,2023-08-29,9,4128,삼성중앙역,승차,청소년,150
9704,2023-08-29,9,4128,삼성중앙역,승차,무임권,1106
9705,2023-08-29,9,4128,삼성중앙역,승차,정기권,158
9706,2023-08-29,9,4128,삼성중앙역,하차,일반,7997
9707,2023-08-29,9,4128,삼성중앙역,하차,어린이,57
9708,2023-08-29,9,4128,삼성중앙역,하차,청소년,113
9709,2023-08-29,9,4128,삼성중앙역,하차,무임권,1027
9710,2023-08-29,9,4128,삼성중앙역,하차,정기권,175
9711,2023-08-30,9,4128,삼성중앙역,승차,일반,7789
9712,2023-08-30,9,4128,삼성중앙역,승차,어린이,67
9713,2023-08-30,9,4128,삼성중앙역,승차,청소년,146
9714,2023-08-30,9,4128,삼성중앙역,승차,무임권,1173
9715,2023-08-30,9,4128,삼성중앙역,승차,정기권,172
9716,2023-08-30,9,4128,삼성중앙역,하차,일반,8116
9717,2023-08-30,9,4128,삼성중앙역,하차,어린이,53
9718,2023-08-30,9,4128,삼성중앙역,하차,청소년,104
9719,2023-08-30,9,4128,삼성중앙역,하차,무임권,1150
9720,2023-08-30,9,4128,삼성중앙역,하차,정기권,175
9721,2023-08-31,9,4128,삼성중앙역,승차,일반,7600
9722,2023-08-31,9,4128,삼성중앙역,승차,어린이,52
9723,2023-08-31,9,4128,삼성중앙역,승차,청소년,132
9724,2023-08-31,9,4128,삼성중앙역,승차,무임권,1134
9725,2023-08-31,9,4128,삼성중앙역,승차,정기권,163
9726,2023-08-31,9,4128,삼성중앙역,하차,일반,7941
9727,2023-08-31,9,4128,삼성중앙역,하차,어린이,52
9728,2023-08-31,9,4128,삼성중앙역,하차,청소년,107
9729,2023-08-31,9,4128,삼성중앙역,하차,무임권,1078
9730,2023-08-31,9,4128,삼성중앙역,하차,정기권,167
9731,2023-09-01,9,4128,삼성중앙역,승차,일반,7771
9732,2023-09-01,9,4128,삼성중앙역,승차,어린이,109
9733,2023-09-01,9,4128,삼성중앙역,승차,청소년,125
9734,2023-09-01,9,4128,삼성중앙역,승차,무임권,1152
9735,2023-09-01,9,4128,삼성중앙역,승차,정기권,153
9736,2023-09-01,9,4128,삼성중앙역,하차,일반,7896
9737,2023-09-01,9,4128,삼성중앙역,하차,어린이,74
9738,2023-09-01,9,4128,삼성중앙역,하차,청소년,104
9739,2023-09-01,9,4128,삼성중앙역,하차,무임권,1107
9740,2023-09-01,9,4128,삼성중앙역,하차,정기권,163
9741,2023-09-02,9,4128,삼성중앙역,승차,일반,2950
9742,2023-09-02,9,4128,삼성중앙역,승차,어린이,78
9743,2023-09-02,9,4128,삼성중앙역,승차,청소년,118
9744,2023-09-02,9,4128,삼성중앙역,승차,무임권,678
9745,2023-09-02,9,4128,삼성중앙역,승차,정기권,50
9746,2023-09-02,9,4128,삼성중앙역,하차,일반,2996
9747,2023-09-02,9,4128,삼성중앙역,하차,어린이,80
9748,2023-09-02,9,4128,삼성중앙역,하차,청소년,112
9749,2023-09-02,9,4128,삼성중앙역,하차,무임권,651
9750,2023-09-02,9,4128,삼성중앙역,하차,정기권,44
9751,2023-09-03,9,4128,삼성중앙역,승차,일반,1850
9752,2023-09-03,9,4128,삼성중앙역,승차,어린이,57
9753,2023-09-03,9,4128,삼성중앙역,승차,청소년,56
9754,2023-09-03,9,4128,삼성중앙역,승차,무임권,429
9755,2023-09-03,9,4128,삼성중앙역,승차,정기권,35
9756,2023-09-03,9,4128,삼성중앙역,하차,일반,1795
9757,2023-09-03,9,4128,삼성중앙역,하차,어린이,66
9758,2023-09-03,9,4128,삼성중앙역,하차,청소년,56
9759,2023-09-03,9,4128,삼성중앙역,하차,무임권,448
9760,2023-09-03,9,4128,삼성중앙역,하차,정기권,27
9761,2023-09-04,9,4128,삼성중앙역,승차,일반,7568
9762,2023-09-04,9,4128,삼성중앙역,승차,어린이,61
9763,2023-09-04,9,4128,삼성중앙역,승차,청소년,136
9764,2023-09-04,9,4128,삼성중앙역,승차,무임권,1132
9765,2023-09-04,9,4128,삼성중앙역,승차,정기권,150
9766,2023-09-04,9,4128,삼성중앙역,하차,일반,7995
9767,2023-09-04,9,4128,삼성중앙역,하차,어린이,66
9768,2023-09-04,9,4128,삼성중앙역,하차,청소년,112
9769,2023-09-04,9,4128,삼성중앙역,하차,무임권,1109
9770,2023-09-04,9,4128,삼성중앙역,하차,정기권,156
9771,2023-09-05,9,4128,삼성중앙역,승차,일반,7950
9772,2023-09-05,9,4128,삼성중앙역,승차,어린이,61
9773,2023-09-05,9,4128,삼성중앙역,승차,청소년,152
9774,2023-09-05,9,4128,삼성중앙역,승차,무임권,1205
9775,2023-09-05,9,4128,삼성중앙역,승차,정기권,175
9776,2023-09-05,9,4128,삼성중앙역,하차,일반,8358
9777,2023-09-05,9,4128,삼성중앙역,하차,어린이,61
9778,2023-09-05,9,4128,삼성중앙역,하차,청소년,127
9779,2023-09-05,9,4128,삼성중앙역,하차,무임권,1159
9780,2023-09-05,9,4128,삼성중앙역,하차,정기권,176
9781,2023-09-06,9,4128,삼성중앙역,승차,일반,7790
9782,2023-09-06,9,4128,삼성중앙역,승차,어린이,114
9783,2023-09-06,9,4128,삼성중앙역,승차,청소년,245
9784,2023-09-06,9,4128,삼성중앙역,승차,무임권,1140
9785,2023-09-06,9,4128,삼성중앙역,승차,정기권,152
9786,2023-09-06,9,4128,삼성중앙역,하차,일반,8115
9787,2023-09-06,9,4128,삼성중앙역,하차,어린이,124
9788,2023-09-06,9,4128,삼성중앙역,하차,청소년,211
9789,2023-09-06,9,4128,삼성중앙역,하차,무임권,1106
9790,2023-09-06,9,4128,삼성중앙역,하차,정기권,155
9791,2023-09-07,9,4128,삼성중앙역,승차,일반,7832
9792,2023-09-07,9,4128,삼성중앙역,승차,어린이,67
9793,2023-09-07,9,4128,삼성중앙역,승차,청소년,141
9794,2023-09-07,9,4128,삼성중앙역,승차,무임권,1214
9795,2023-09-07,9,4128,삼성중앙역,승차,정기권,161
9796,2023-09-07,9,4128,삼성중앙역,하차,일반,8332
9797,2023-09-07,9,4128,삼성중앙역,하차,어린이,62
9798,2023-09-07,9,4128,삼성중앙역,하차,청소년,109
9799,2023-09-07,9,4128,삼성중앙역,하차,무임권,1165
9800,2023-09-07,9,4128,삼성중앙역,하차,정기권,171
9801,2023-09-08,9,4128,삼성중앙역,승차,일반,7771
9802,2023-09-08,9,4128,삼성중앙역,승차,어린이,74
9803,2023-09-08,9,4128,삼성중앙역,승차,청소년,154
9804,2023-09-08,9,4128,삼성중앙역,승차,무임권,1172
9805,2023-09-08,9,4128,삼성중앙역,승차,정기권,153
9806,2023-09-08,9,4128,삼성중앙역,하차,일반,8014
9807,2023-09-08,9,4128,삼성중앙역,하차,어린이,58
9808,2023-09-08,9,4128,삼성중앙역,하차,청소년,113
9809,2023-09-08,9,4128,삼성중앙역,하차,무임권,1101
9810,2023-09-08,9,4128,삼성중앙역,하차,정기권,167
9811,2023-09-09,9,4128,삼성중앙역,승차,일반,3179
9812,2023-09-09,9,4128,삼성중앙역,승차,어린이,64
9813,2023-09-09,9,4128,삼성중앙역,승차,청소년,127
9814,2023-09-09,9,4128,삼성중앙역,승차,무임권,630
9815,2023-09-09,9,4128,삼성중앙역,승차,정기권,45
9816,2023-09-09,9,4128,삼성중앙역,하차,일반,3169
9817,2023-09-09,9,4128,삼성중앙역,하차,어린이,75
9818,2023-09-09,9,4128,삼성중앙역,하차,청소년,106
9819,2023-09-09,9,4128,삼성중앙역,하차,무임권,637
9820,2023-09-09,9,4128,삼성중앙역,하차,정기권,49
9821,2023-09-10,9,4128,삼성중앙역,승차,일반,1952
9822,2023-09-10,9,4128,삼성중앙역,승차,어린이,61
9823,2023-09-10,9,4128,삼성중앙역,승차,청소년,73
9824,2023-09-10,9,4128,삼성중앙역,승차,무임권,389
9825,2023-09-10,9,4128,삼성중앙역,승차,정기권,31
9826,2023-09-10,9,4128,삼성중앙역,하차,일반,1894
9827,2023-09-10,9,4128,삼성중앙역,하차,어린이,54
9828,2023-09-10,9,4128,삼성중앙역,하차,청소년,82
9829,2023-09-10,9,4128,삼성중앙역,하차,무임권,415
9830,2023-09-10,9,4128,삼성중앙역,하차,정기권,27
9831,2023-09-11,9,4128,삼성중앙역,승차,일반,7600
9832,2023-09-11,9,4128,삼성중앙역,승차,어린이,61
9833,2023-09-11,9,4128,삼성중앙역,승차,청소년,129
9834,2023-09-11,9,4128,삼성중앙역,승차,무임권,1189
9835,2023-09-11,9,4128,삼성중앙역,승차,정기권,152
9836,2023-09-11,9,4128,삼성중앙역,하차,일반,8039
9837,2023-09-11,9,4128,삼성중앙역,하차,어린이,53
9838,2023-09-11,9,4128,삼성중앙역,하차,청소년,118
9839,2023-09-11,9,4128,삼성중앙역,하차,무임권,1150
9840,2023-09-11,9,4128,삼성중앙역,하차,정기권,158
9841,2023-09-12,9,4128,삼성중앙역,승차,일반,7692
9842,2023-09-12,9,4128,삼성중앙역,승차,어린이,50
9843,2023-09-12,9,4128,삼성중앙역,승차,청소년,136
9844,2023-09-12,9,4128,삼성중앙역,승차,무임권,1187
9845,2023-09-12,9,4128,삼성중앙역,승차,정기권,174
9846,2023-09-12,9,4128,삼성중앙역,하차,일반,8191
9847,2023-09-12,9,4128,삼성중앙역,하차,어린이,54
9848,2023-09-12,9,4128,삼성중앙역,하차,청소년,108
9849,2023-09-12,9,4128,삼성중앙역,하차,무임권,1152
9850,2023-09-12,9,4128,삼성중앙역,하차,정기권,167
9851,2023-09-13,9,4128,삼성중앙역,승차,일반,8006
9852,2023-09-13,9,4128,삼성중앙역,승차,어린이,65
9853,2023-09-13,9,4128,삼성중앙역,승차,청소년,138
9854,2023-09-13,9,4128,삼성중앙역,승차,무임권,1130
9855,2023-09-13,9,4128,삼성중앙역,승차,정기권,158
9856,2023-09-13,9,4128,삼성중앙역,하차,일반,8354
9857,2023-09-13,9,4128,삼성중앙역,하차,어린이,54
9858,2023-09-13,9,4128,삼성중앙역,하차,청소년,127
9859,2023-09-13,9,4128,삼성중앙역,하차,무임권,1131
9860,2023-09-13,9,4128,삼성중앙역,하차,정기권,159
9861,2023-09-14,9,4128,삼성중앙역,승차,일반,7639
9862,2023-09-14,9,4128,삼성중앙역,승차,어린이,52
9863,2023-09-14,9,4128,삼성중앙역,승차,청소년,117
9864,2023-09-14,9,4128,삼성중앙역,승차,무임권,1214
9865,2023-09-14,9,4128,삼성중앙역,승차,정기권,148
9866,2023-09-14,9,4128,삼성중앙역,하차,일반,8035
9867,2023-09-14,9,4128,삼성중앙역,하차,어린이,51
9868,2023-09-14,9,4128,삼성중앙역,하차,청소년,105
9869,2023-09-14,9,4128,삼성중앙역,하차,무임권,1154
9870,2023-09-14,9,4128,삼성중앙역,하차,정기권,156
9871,2023-09-15,9,4128,삼성중앙역,승차,일반,7482
9872,2023-09-15,9,4128,삼성중앙역,승차,어린이,62
9873,2023-09-15,9,4128,삼성중앙역,승차,청소년,134
9874,2023-09-15,9,4128,삼성중앙역,승차,무임권,1143
9875,2023-09-15,9,4128,삼성중앙역,승차,정기권,141
9876,2023-09-15,9,4128,삼성중앙역,하차,일반,7868
9877,2023-09-15,9,4128,삼성중앙역,하차,어린이,51
9878,2023-09-15,9,4128,삼성중앙역,하차,청소년,116
